,narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,duration_in_s,strict_es_overlap,loose_es_overlap
8291,P22_12_267,P22,P22_12,00:10:39.520,00:10:37.84,00:10:38.34,38270,38300,place cup,place,1,cup,13,['cup'],[13],0.5,False,True
8292,P22_12_27,P22,P22_12,00:01:53.930,00:01:51.36,00:01:52.74,6681,6764,put down down peach,put-down,1,peach,74,['peach'],[74],1.38,False,True
8293,P22_12_270,P22,P22_12,00:10:43.930,00:10:42.71,00:10:44.12,38562,38647,place dish,place,1,dish,2,['dish'],[2],1.41,False,True
8294,P22_12_271,P22,P22_12,00:10:46.190,00:10:43.88,00:10:44.92,38632,38695,place dish,place,1,dish,2,['dish'],[2],1.04,False,True
8295,P22_12_273,P22,P22_12,00:10:48.560,00:10:46.14,00:10:47.36,38768,38841,place dish,place,1,dish,2,['dish'],[2],1.22,False,True
8296,P22_12_276,P22,P22_12,00:10:53.860,00:10:52.01,00:10:53.50,39120,39210,set down plate,set-down,1,plate,2,['plate'],[2],1.49,False,True
8297,P22_12_277,P22,P22_12,00:10:51.860,00:10:52.24,00:10:54.67,39134,39280,set down tupperware,set-down,1,tupperware,23,['tupperware'],[23],2.43,False,True
8298,P22_12_28,P22,P22_12,00:01:54.930,00:01:52.20,00:01:53.20,6732,6792,put down down potato peeler,put-down,1,peeler:potato,87,['peeler:potato'],[87],1.0,False,False
8299,P22_12_285,P22,P22_12,00:11:16.460,00:11:17.48,00:11:19.42,40648,40765,set down carafe,set-down,1,carafe,66,['carafe'],[66],1.94,False,True
8300,P22_12_32,P22,P22_12,00:02:02.909,00:02:01.57,00:02:02.47,7294,7348,toss rinds,toss,13,rind,48,['rind'],[48],0.9,False,True
8301,P22_12_42,P22,P22_12,00:02:49.579,00:02:48.51,00:02:50.33,10110,10219,put down peach,put-down,1,peach,74,['peach'],[74],1.82,False,True
8302,P22_12_43,P22,P22_12,00:02:52.690,00:02:50.02,00:02:51.12,10201,10267,put down peeler,put-down,1,peeler,87,['peeler'],[87],1.1,False,False
8303,P22_12_46,P22,P22_12,00:02:59.480,00:02:57.70,00:02:58.36,10662,10701,throw skins,throw,13,skin,48,['skin'],[48],0.66,False,True
8304,P22_12_5,P22,P22_12,00:00:21.490,00:00:19.44,00:00:20.15,1166,1209,put basket,put,1,basket,168,['basket'],[168],0.71,False,True
8305,P22_12_53,P22,P22_12,00:03:06.510,00:03:06.43,00:03:07.69,11185,11261,put down cloth,put-down,1,cloth,17,['cloth'],[17],1.26,False,True
8306,P22_12_6,P22,P22_12,00:00:22.490,00:00:20.00,00:00:20.58,1200,1234,put peaches,put,1,peach,74,['peach'],[74],0.58,False,False
8307,P22_12_61,P22,P22_12,00:03:21.880,00:03:20.25,00:03:20.87,12015,12052,put down slice,put-down,1,peach,74,['peach'],[74],0.62,False,True
8308,P22_12_63,P22,P22_12,00:03:24.690,00:03:22.76,00:03:24.26,12165,12255,put down slice,put-down,1,peach,74,['peach'],[74],1.5,False,True
8309,P22_12_66,P22,P22_12,00:03:28.389,00:03:26.37,00:03:27.20,12382,12432,put down slice,put-down,1,peach,74,['peach'],[74],0.83,False,True
8310,P22_12_70,P22,P22_12,00:03:35.350,00:03:33.86,00:03:35.08,12831,12904,put down slice,put-down,1,banana,146,['banana'],[146],1.22,False,True
8311,P22_12_74,P22,P22_12,00:03:43.540,00:03:42.16,00:03:44.08,13329,13444,put down slice,put-down,1,clip,129,['clip'],[129],1.92,False,True
8312,P22_12_79,P22,P22_12,00:03:49.380,00:03:48.65,00:03:50.63,13719,13837,put down slice,put-down,1,peach,74,['peach'],[74],1.98,True,True
8313,P22_12_80,P22,P22_12,00:03:51.790,00:03:49.35,00:03:50.34,13761,13820,put down slice,put-down,1,basket,168,['basket'],[168],0.99,False,True
8314,P22_12_83,P22,P22_12,00:04:00.400,00:03:58.97,00:04:01.79,14338,14507,put down slice,put-down,1,bread,33,['bread'],[33],2.82,False,False
8315,P22_12_85,P22,P22_12,00:04:05.500,00:04:03.52,00:04:04.35,14611,14661,put down seed,put-down,1,seed,122,['seed'],[122],0.83,False,False
8316,P22_12_87,P22,P22_12,00:04:07.910,00:04:05.69,00:04:06.65,14741,14799,put down slice,put-down,1,bread,33,['bread'],[33],0.96,False,True
8317,P22_12_92,P22,P22_12,00:04:15.850,00:04:16.50,00:04:17.23,15390,15433,put slice,put,1,peach,74,['peach'],[74],0.73,False,True
8318,P22_12_95,P22,P22_12,00:04:21.380,00:04:19.75,00:04:20.55,15585,15633,put slice,put,1,peach,74,['peach'],[74],0.8,False,False
8319,P22_12_98,P22,P22_12,00:04:25.980,00:04:24.28,00:04:25.25,15856,15915,put slice,put,1,peach,74,['peach'],[74],0.97,False,False
8320,P22_13_10,P22,P22_13,00:00:23.660,00:00:22.60,00:00:23.70,1356,1422,put down cloth,put-down,1,cloth,17,['cloth'],[17],1.1,False,False
8321,P22_13_104,P22,P22_13,00:03:38.310,00:03:37.18,00:03:39.47,13030,13168,put down plates,put-down,1,plate,2,['plate'],[2],2.29,False,True
8322,P22_13_107,P22,P22_13,00:03:47.409,00:03:47.40,00:03:48.19,13644,13691,put down cloth,put-down,1,cloth,17,['cloth'],[17],0.79,False,True
8323,P22_13_111,P22,P22_13,00:03:53.400,00:03:53.14,00:03:54.24,13988,14054,put down cloth,put-down,1,cloth,17,['cloth'],[17],1.1,False,True
8324,P22_13_116,P22,P22_13,00:03:58.609,00:03:57.40,00:03:58.74,14244,14324,put down cloth,put-down,1,cloth,17,['cloth'],[17],1.34,False,True
8325,P22_13_12,P22,P22_13,00:00:26.000,00:00:24.69,00:00:26.37,1481,1582,put down glass,put-down,1,glass,10,['glass'],[10],1.68,False,True
8326,P22_13_123,P22,P22_13,00:04:09.829,00:04:08.24,00:04:09.55,14894,14973,put bottle down,put,1,bottle,15,['bottle'],[15],1.31,False,True
8327,P22_13_144,P22,P22_13,00:04:55.720,00:04:55.25,00:04:57.57,17715,17854,put cloth,put,1,cloth,17,['cloth'],[17],2.32,False,True
8328,P22_13_147,P22,P22_13,00:05:02.100,00:05:01.63,00:05:02.46,18097,18147,put rag,put,1,rag,17,['rag'],[17],0.83,False,False
8329,P22_13_149,P22,P22_13,00:05:04.270,00:05:05.04,00:05:06.42,18302,18385,put carafe,put,1,carafe,66,['carafe'],[66],1.38,False,True
8330,P22_13_157,P22,P22_13,00:05:20.780,00:05:19.68,00:05:20.62,19180,19237,put away silverware,put,1,silverware,58,['silverware'],[58],0.94,False,False
8331,P22_13_158,P22,P22_13,00:05:21.780,00:05:20.84,00:05:21.42,19250,19285,put away knife,put-away,1,knife,4,['knife'],[4],0.58,False,False
8332,P22_13_16,P22,P22_13,00:00:30.710,00:00:30.43,00:00:31.42,1825,1885,put down teaspoon,put-down,1,teaspoon,1,['teaspoon'],[1],0.99,False,False
8333,P22_13_165,P22,P22_13,00:05:36.180,00:05:36.08,00:05:37.13,20164,20227,put down cup,put-down,1,cup,13,['cup'],[13],1.05,False,True
8334,P22_13_170,P22,P22_13,00:05:50.690,00:05:49.91,00:05:51.04,20994,21062,put down cup,put-down,1,cup,13,['cup'],[13],1.13,False,False
8335,P22_13_175,P22,P22_13,00:05:59.300,00:05:58.02,00:05:58.82,21481,21529,put down cup,put-down,1,cup,13,['cup'],[13],0.8,False,True
8336,P22_13_179,P22,P22_13,00:06:09.090,00:06:09.56,00:06:10.10,22173,22206,put down plate,put-down,1,plate,2,['plate'],[2],0.54,False,True
8337,P22_13_182,P22,P22_13,00:06:20.770,00:06:20.85,00:06:21.61,22851,22896,put down saucer,put-down,1,saucer,2,['saucer'],[2],0.76,False,True
8338,P22_13_186,P22,P22_13,00:06:30.640,00:06:30.30,00:06:31.62,23418,23497,put down saucer,put-down,1,saucer,2,['saucer'],[2],1.32,False,True
8339,P22_13_189,P22,P22_13,00:06:33.780,00:06:33.86,00:06:34.59,23631,23675,put down fork,put-down,1,fork,14,['fork'],[14],0.73,False,True
8340,P22_13_194,P22,P22_13,00:06:41.610,00:06:40.77,00:06:42.40,24046,24144,put down fork,put-down,1,fork,14,['fork'],[14],1.63,False,True
8341,P22_13_196,P22,P22_13,00:06:44.140,00:06:44.06,00:06:45.22,24243,24313,put down fork,put-down,1,fork,14,['fork'],[14],1.16,False,True
8342,P22_13_198,P22,P22_13,00:06:47.890,00:06:47.89,00:06:49.47,24473,24568,put down plate,put-down,1,plate,2,['plate'],[2],1.58,False,True
8343,P22_13_200,P22,P22_13,00:06:51.930,00:06:51.87,00:06:53.12,24712,24787,put down plate,put-down,1,plate,2,['plate'],[2],1.25,False,True
8344,P22_13_203,P22,P22_13,00:06:56.640,00:06:56.32,00:06:57.61,24979,25056,put down plate,put-down,1,plate,2,['plate'],[2],1.29,False,True
8345,P22_13_206,P22,P22_13,00:07:03.250,00:07:02.29,00:07:03.36,25337,25401,put down sponge,put-down,1,sponge,9,['sponge'],[9],1.07,False,False
8346,P22_13_214,P22,P22_13,00:07:21.790,00:07:19.11,00:07:22.76,26346,26565,put down cloth,put-down,1,cloth,17,['cloth'],[17],3.65,False,True
8347,P22_13_220,P22,P22_13,00:07:34.030,00:07:32.90,00:07:34.15,27174,27249,throw away food residue,throw-away,13,residue:food,54,['residue:food'],[54],1.25,False,True
8348,P22_13_226,P22,P22_13,00:07:41.920,00:07:41.36,00:07:42.60,27681,27756,put down cloth,put-down,1,cloth,17,['cloth'],[17],1.24,False,True
8349,P22_13_234,P22,P22_13,00:07:59.440,00:07:58.74,00:07:59.79,28724,28787,toss food residues,toss,13,residue:food,54,['residue:food'],[54],1.05,False,True
8350,P22_13_24,P22,P22_13,00:00:45.640,00:00:43.71,00:00:45.24,2622,2714,put down coffee pot,put-down,1,pot:coffee,50,['pot:coffee'],[50],1.53,False,False
8351,P22_13_240,P22,P22_13,00:08:07.320,00:08:06.81,00:08:08.31,29208,29298,put down down cloth,put-down,1,cloth,17,['cloth'],[17],1.5,False,True
8352,P22_13_245,P22,P22_13,00:08:16.560,00:08:16.65,00:08:17.40,29799,29844,put down down cloth,put-down,1,cloth,17,['cloth'],[17],0.75,False,False
8353,P22_13_36,P22,P22_13,00:01:23.350,00:01:21.83,00:01:23.28,4909,4996,put on soap,put-on,1,soap,22,['soap'],[22],1.45,False,True
8354,P22_13_37,P22,P22_13,00:01:24.350,00:01:23.68,00:01:24.89,5020,5093,put down soap,put-down,1,soap,22,['soap'],[22],1.21,False,False
8355,P22_13_44,P22,P22_13,00:01:40.689,00:01:40.70,00:01:41.24,6042,6074,put down pitcher,put-down,1,pitcher,66,['pitcher'],[66],0.54,False,True
8356,P22_13_47,P22,P22_13,00:01:43.880,00:01:44.60,00:01:45.85,6276,6351,put down knife,put-down,1,knife,4,['knife'],[4],1.25,False,False
8357,P22_13_5,P22,P22_13,00:00:18.260,00:00:16.98,00:00:18.00,1018,1080,put down jar,put-down,1,jar,40,['jar'],[40],1.02,False,True
8358,P22_13_50,P22,P22_13,00:01:48.469,00:01:48.17,00:01:48.99,6490,6539,put down potato peeler,put-down,1,peeler:potato,87,['peeler:potato'],[87],0.82,False,True
8359,P22_13_54,P22,P22_13,00:01:52.840,00:01:53.29,00:01:53.79,6797,6827,put down knife,put-down,1,knife,4,['knife'],[4],0.5,False,False
8360,P22_13_58,P22,P22_13,00:02:00.590,00:02:01.79,00:02:03.97,7307,7438,put down cloth,put-down,1,cloth,17,['cloth'],[17],2.18,False,True
8361,P22_13_6,P22,P22_13,00:00:19.260,00:00:17.95,00:00:19.32,1077,1159,put down cloth,put-down,1,cloth,17,['cloth'],[17],1.37,False,True
8362,P22_13_60,P22,P22_13,00:02:10.000,00:02:09.39,00:02:10.01,7763,7800,put down sponge,put-down,1,sponge,9,['sponge'],[9],0.62,False,True
8363,P22_13_73,P22,P22_13,00:02:38.209,00:02:37.24,00:02:40.97,9434,9658,put down carafe,put-down,1,carafe,66,['carafe'],[66],3.73,False,True
8364,P22_13_76,P22,P22_13,00:02:47.989,00:02:47.28,00:02:48.74,10036,10124,put down filter,put-down,1,filter,77,['filter'],[77],1.46,False,True
8365,P22_13_79,P22,P22_13,00:02:51.829,00:02:52.13,00:02:53.01,10327,10380,put down knife,put-down,1,knife,4,['knife'],[4],0.88,False,True
8366,P22_13_82,P22,P22_13,00:02:58.069,00:02:57.95,00:02:58.70,10677,10722,put down potato peeler,put-down,1,peeler:potato,87,['peeler:potato'],[87],0.75,False,True
8367,P22_13_85,P22,P22_13,00:03:02.760,00:03:02.33,00:03:03.57,10939,11014,put down knife,put-down,1,knife,4,['knife'],[4],1.24,False,True
8368,P22_13_89,P22,P22_13,00:03:10.629,00:03:10.19,00:03:11.50,11411,11490,put down cloth,put-down,1,cloth,17,['cloth'],[17],1.31,False,True
8369,P22_13_9,P22,P22_13,00:00:22.660,00:00:21.72,00:00:22.49,1303,1349,put down lid,put-down,1,lid,6,['lid'],[6],0.77,True,True
8370,P22_13_91,P22,P22_13,00:03:13.400,00:03:12.99,00:03:13.57,11579,11614,put down container,put-down,1,container,21,['container'],[21],0.58,False,True
8371,P22_13_95,P22,P22_13,00:03:18.280,00:03:16.94,00:03:19.96,11816,11997,put down container,put-down,1,container,21,['container'],[21],3.02,False,True
8372,P22_13_98,P22,P22_13,00:03:26.790,00:03:24.69,00:03:28.24,12281,12494,put down cups,put-down,1,cup,13,['cup'],[13],3.55,False,True
8373,P22_14_101,P22,P22_14,00:04:32.290,00:04:31.38,00:04:33.23,16282,16393,put down scoop,put-down,1,scoop,1,['scoop'],[1],1.85,False,True
8374,P22_14_104,P22,P22_14,00:04:38.140,00:04:36.71,00:04:37.63,16602,16657,put down fork,put-down,1,fork,14,['fork'],[14],0.92,False,True
8375,P22_14_107,P22,P22_14,00:04:41.320,00:04:40.98,00:04:41.71,16858,16902,put down knife,put-down,1,knife,4,['knife'],[4],0.73,False,True
8376,P22_14_110,P22,P22_14,00:04:45.390,00:04:44.25,00:04:46.28,17055,17176,put down knife,put-down,1,knife,4,['knife'],[4],2.03,False,True
8377,P22_14_115,P22,P22_14,00:04:56.000,00:04:54.16,00:04:55.21,17649,17712,put down plate,put-down,1,plate,2,['plate'],[2],1.05,False,True
8378,P22_14_116,P22,P22_14,00:04:50.920,00:04:55.31,00:04:57.31,17718,17838,put down plate,put-down,1,plate,2,['plate'],[2],2.0,False,True
8379,P22_14_120,P22,P22_14,00:05:01.730,00:05:03.78,00:05:04.66,18226,18279,put down bowl,put-down,1,bowl,7,['bowl'],[7],0.88,False,True
8380,P22_14_122,P22,P22_14,00:05:07.650,00:05:06.07,00:05:06.77,18364,18406,put down lid,put-down,1,lid,6,['lid'],[6],0.7,False,True
8381,P22_14_124,P22,P22_14,00:05:14.450,00:05:14.39,00:05:15.29,18863,18917,put down colander,put-down,1,colander,39,['colander'],[39],0.9,False,True
8382,P22_14_129,P22,P22_14,00:05:27.640,00:05:26.49,00:05:28.28,19589,19696,put down bowl,put-down,1,bowl,7,['bowl'],[7],1.79,False,True
8383,P22_14_13,P22,P22_14,00:00:36.210,00:00:35.03,00:00:36.23,2101,2173,put down bottle,put-down,1,bottle,15,['bottle'],[15],1.2,False,True
8384,P22_14_132,P22,P22_14,00:05:36.110,00:05:37.24,00:05:38.60,20234,20316,put down colander,put-down,1,colander,39,['colander'],[39],1.36,False,True
8385,P22_14_135,P22,P22_14,00:05:46.340,00:05:45.08,00:05:46.79,20704,20807,put down fork,put-down,1,fork,14,['fork'],[14],1.71,False,True
8386,P22_14_138,P22,P22_14,00:05:53.630,00:05:52.94,00:05:54.56,21176,21273,put down knife,put-down,1,knife,4,['knife'],[4],1.62,False,True
8387,P22_14_140,P22,P22_14,00:05:59.500,00:05:58.41,00:06:00.52,21504,21631,put down spatula,put-down,1,spatula,20,['spatula'],[20],2.11,False,True
8388,P22_14_143,P22,P22_14,00:06:09.020,00:06:08.62,00:06:10.55,22117,22233,put down cutlery,put-down,1,cutlery,58,['cutlery'],[58],1.93,False,True
8389,P22_14_146,P22,P22_14,00:06:14.930,00:06:14.32,00:06:16.33,22459,22579,put down plate,put-down,1,plate,2,['plate'],[2],2.01,False,True
8390,P22_14_149,P22,P22_14,00:06:19.000,00:06:18.61,00:06:19.52,22716,22771,put down plate,put-down,1,plate,2,['plate'],[2],0.91,False,True
8391,P22_14_15,P22,P22_14,00:00:38.560,00:00:38.61,00:00:39.26,2316,2355,put down filter,put-down,1,filter,77,['filter'],[77],0.65,False,True
8392,P22_14_151,P22,P22_14,00:06:21.840,00:06:21.35,00:06:22.21,22881,22932,put down lid,put-down,1,lid,6,['lid'],[6],0.86,False,True
8393,P22_14_163,P22,P22_14,00:07:00.530,00:07:00.31,00:07:01.18,25218,25270,put pan,put,1,pan,5,['pan'],[5],0.87,False,True
8394,P22_14_171,P22,P22_14,00:07:22.030,00:07:20.94,00:07:24.46,26456,26667,put chopping board,put,1,board:chopping,18,['board:chopping'],[18],3.52,False,True
8395,P22_14_175,P22,P22_14,00:07:40.330,00:07:39.80,00:07:41.00,27588,27660,put pot,put,1,pot,29,['pot'],[29],1.2,False,True
8396,P22_14_176,P22,P22_14,00:07:41.780,00:07:41.56,00:07:42.27,27693,27736,put pot,put,1,pot,29,['pot'],[29],0.71,False,True
8397,P22_14_178,P22,P22_14,00:07:44.420,00:07:42.62,00:07:44.89,27757,27893,put colander,put,1,colander,39,['colander'],[39],2.27,False,True
8398,P22_14_18,P22,P22_14,00:00:42.829,00:00:42.77,00:00:43.73,2566,2623,put down coffee,put-down,1,coffee,59,['coffee'],[59],0.96,False,False
8399,P22_14_182,P22,P22_14,00:07:53.150,00:07:53.07,00:07:54.72,28384,28483,put down down small pot,put-down,1,pot:small,29,['pot:small'],[29],1.65,False,False
8400,P22_14_185,P22,P22_14,00:08:01.370,00:08:00.91,00:08:02.42,28854,28945,put down down rag,put-down,1,rag,17,['rag'],[17],1.51,False,True
8401,P22_14_192,P22,P22_14,00:08:11.930,00:08:11.80,00:08:13.55,29508,29613,put down down plates,put-down,1,plate,2,['plate'],[2],1.75,True,True
8402,P22_14_193,P22,P22_14,00:08:08.550,00:08:11.95,00:08:13.21,29517,29592,put down down plate,put-down,1,plate,2,['plate'],[2],1.26,False,True
8403,P22_14_197,P22,P22_14,00:08:22.340,00:08:21.11,00:08:23.90,30066,30234,toss papers,toss,13,paper,49,['paper'],[49],2.79,False,False
8404,P22_14_2,P22,P22_14,00:00:08.900,00:00:08.52,00:00:09.46,511,567,put down mocha,put-down,1,mocha,50,['mocha'],[50],0.94,False,True
8405,P22_14_203,P22,P22_14,00:08:31.310,00:08:30.09,00:08:31.98,30605,30718,put dish,put,1,dish,2,['dish'],[2],1.89,True,True
8406,P22_14_208,P22,P22_14,00:08:46.250,00:08:45.85,00:08:47.08,31551,31624,put dish,put,1,dish,2,['dish'],[2],1.23,False,True
8407,P22_14_213,P22,P22_14,00:09:02.580,00:09:01.96,00:09:02.71,32517,32562,put dish,put,1,dish,2,['dish'],[2],0.75,False,True
8408,P22_14_218,P22,P22_14,00:09:09.760,00:09:09.67,00:09:10.37,32980,33022,put knife,put,1,knife,4,['knife'],[4],0.7,False,False
8409,P22_14_227,P22,P22_14,00:09:21.440,00:09:19.37,00:09:22.70,33562,33762,put cloth,put,1,cloth,17,['cloth'],[17],3.33,False,False
8410,P22_14_230,P22,P22_14,00:09:25.780,00:09:25.95,00:09:26.70,33957,34002,put fork,put,1,fork,14,['fork'],[14],0.75,False,False
8411,P22_14_233,P22,P22_14,00:09:28.780,00:09:27.33,00:09:29.15,34039,34149,put knife,put,1,knife,4,['knife'],[4],1.82,False,True
8412,P22_14_237,P22,P22_14,00:09:34.090,00:09:34.20,00:09:35.85,34452,34551,put cutlery,put,1,cutlery,58,['cutlery'],[58],1.65,False,False
8413,P22_14_240,P22,P22_14,00:09:40.020,00:09:39.13,00:09:41.23,34747,34873,put dish,put,1,dish,2,['dish'],[2],2.1,False,True
8414,P22_14_243,P22,P22_14,00:09:45.580,00:09:44.59,00:09:46.88,35075,35212,put dish,put,1,dish,2,['dish'],[2],2.29,False,True
8415,P22_14_246,P22,P22_14,00:09:50.050,00:09:49.87,00:09:51.35,35392,35481,put cloth,put,1,cloth,17,['cloth'],[17],1.48,False,True
8416,P22_14_25,P22,P22_14,00:00:55.370,00:00:54.70,00:00:55.52,3282,3331,put can,put,1,can,61,['can'],[61],0.82,False,True
8417,P22_14_264,P22,P22_14,00:10:28.460,00:10:28.19,00:10:28.96,37691,37737,put down sugar bowl,put-down,1,bowl:sugar,7,['bowl:sugar'],[7],0.77,False,True
8418,P22_14_267,P22,P22_14,00:10:39.880,00:10:40.73,00:10:41.23,38443,38473,put down teaspoon,put-down,1,teaspoon,1,['teaspoon'],[1],0.5,False,True
8419,P22_14_270,P22,P22_14,00:10:51.520,00:10:49.86,00:10:52.00,38991,39120,put down saucer,put-down,1,saucer,2,['saucer'],[2],2.14,False,True
8420,P22_14_271,P22,P22_14,00:10:50.440,00:10:50.78,00:10:51.78,39046,39106,put down saucers,put-down,1,saucer,2,['saucer'],[2],1.0,False,True
8421,P22_14_275,P22,P22_14,00:10:59.010,00:10:57.82,00:11:00.16,39469,39609,put down saucers,put-down,1,saucer,2,['saucer'],[2],2.34,False,True
8422,P22_14_276,P22,P22_14,00:11:00.070,00:10:59.90,00:11:01.01,39594,39660,put down saucer,put-down,1,saucer,2,['saucer'],[2],1.11,False,True
8423,P22_14_277,P22,P22_14,00:11:02.130,00:11:01.54,00:11:02.20,39692,39732,put down coffee cups,put-down,1,cup:coffee,13,['cup:coffee'],[13],0.66,False,True
8424,P22_14_282,P22,P22_14,00:11:11.690,00:11:11.20,00:11:12.96,40272,40377,put down coffee cup,put-down,1,cup:coffee,13,['cup:coffee'],[13],1.76,False,True
8425,P22_14_283,P22,P22_14,00:11:22.990,00:11:11.84,00:11:13.22,40310,40393,put down coffee cup,put-down,1,cup:coffee,13,['cup:coffee'],[13],1.38,False,True
8426,P22_14_284,P22,P22_14,00:11:23.990,00:11:22.48,00:11:25.16,40948,41109,put down coffee pot,put-down,1,pot:coffee,50,['pot:coffee'],[50],2.68,False,True
8427,P22_14_289,P22,P22_14,00:11:35.529,00:11:34.68,00:11:35.43,41680,41725,throw away paper,throw-away,13,paper,49,['paper'],[49],0.75,False,True
8428,P22_14_30,P22,P22_14,00:01:12.270,00:01:09.99,00:01:11.91,4199,4314,put coffee,put,1,coffee,59,['coffee'],[59],1.92,False,True
8429,P22_14_31,P22,P22_14,00:01:15.560,00:01:13.38,00:01:15.83,4402,4549,put coffee,put,1,coffee,59,['coffee'],[59],2.45,False,True
8430,P22_14_32,P22,P22_14,00:01:20.270,00:01:19.94,00:01:22.40,4796,4944,put coffee,put,1,coffee,59,['coffee'],[59],2.46,False,True
8431,P22_14_43,P22,P22_14,00:01:54.109,00:01:53.93,00:01:55.10,6835,6906,put down measuring cup,put-down,1,cup:measuring,13,['cup:measuring'],[13],1.17,False,False
8432,P22_14_5,P22,P22_14,00:00:16.000,00:00:15.33,00:00:16.30,919,978,put down filter,put-down,1,filter,77,['filter'],[77],0.97,False,True
8433,P22_14_50,P22,P22_14,00:02:15.890,00:02:16.08,00:02:17.15,8164,8229,put moka pot,put,1,pot:moka,50,['pot:moka'],[50],1.07,False,True
8434,P22_14_58,P22,P22_14,00:02:41.689,00:02:40.32,00:02:45.82,9619,9949,put coffee,put,1,coffee,59,['coffee'],[59],5.5,False,True
8435,P22_14_59,P22,P22_14,00:02:50.000,00:02:41.78,00:02:44.39,9706,9863,put coffee,put,1,coffee,59,['coffee'],[59],2.61,False,True
8436,P22_14_6,P22,P22_14,00:00:17.100,00:00:16.18,00:00:17.10,970,1026,put down mocha,put-down,1,mocha,50,['mocha'],[50],0.92,False,True
8437,P22_14_68,P22,P22_14,00:03:04.050,00:03:02.49,00:03:04.91,10949,11094,place measure,place,1,measure,1,['measure'],[1],2.42,False,True
8438,P22_14_70,P22,P22_14,00:03:06.489,00:03:06.39,00:03:07.26,11183,11235,place jar,place,1,jar,40,['jar'],[40],0.87,False,True
8439,P22_14_75,P22,P22_14,00:03:15.469,00:03:14.55,00:03:15.29,11673,11717,place fork,place,1,fork,14,['fork'],[14],0.74,False,True
8440,P22_14_76,P22,P22_14,00:03:16.890,00:03:16.40,00:03:17.11,11784,11826,place scoop,place,1,scoop,1,['scoop'],[1],0.71,False,True
8441,P22_14_77,P22,P22_14,00:03:18.849,00:03:17.79,00:03:18.50,11867,11910,place knife,place,1,knife,4,['knife'],[4],0.71,False,True
8442,P22_14_79,P22,P22_14,00:03:23.120,00:03:22.21,00:03:28.31,12132,12498,throw peelings,throw,13,peeling,48,['peeling'],[48],6.1,True,True
8443,P22_14_81,P22,P22_14,00:03:32.390,00:03:31.11,00:03:34.48,12666,12868,put down saucer,put-down,1,saucer,2,['saucer'],[2],3.37,False,True
8444,P22_14_86,P22,P22_14,00:03:42.420,00:03:41.93,00:03:43.00,13315,13380,put on soap,put-on,1,soap,22,['soap'],[22],1.07,False,True
8445,P22_14_87,P22,P22_14,00:03:43.420,00:03:43.04,00:03:43.95,13382,13437,put down soap,put-down,1,soap,22,['soap'],[22],0.91,False,False
8446,P22_14_92,P22,P22_14,00:04:05.120,00:04:08.10,00:04:11.35,14886,15081,put down saucer,put-down,1,saucer,2,['saucer'],[2],3.25,False,True
8447,P22_14_95,P22,P22_14,00:04:14.680,00:04:13.89,00:04:15.64,15233,15338,put down fork,put-down,1,fork,14,['fork'],[14],1.75,True,True
8448,P22_14_98,P22,P22_14,00:04:19.180,00:04:18.94,00:04:19.69,15536,15581,put down knife,put-down,1,knife,4,['knife'],[4],0.75,False,False
8449,P22_15_10,P22,P22_15,00:00:27.929,00:00:26.11,00:00:27.04,1566,1622,put down moka,put-down,1,moka,50,['moka'],[50],0.93,False,True
8450,P22_15_101,P22,P22_15,00:03:39.650,00:03:39.23,00:03:40.78,13153,13246,put down salad bowl,put-down,1,bowl:salad,7,['bowl:salad'],[7],1.55,False,True
8451,P22_15_102,P22,P22_15,00:03:42.600,00:03:40.44,00:03:42.60,13226,13356,put down glasses,put-down,1,glass,10,['glass'],[10],2.16,True,True
8452,P22_15_104,P22,P22_15,00:03:47.280,00:03:46.57,00:03:47.68,13594,13660,put down bowl,put-down,1,bowl,7,['bowl'],[7],1.11,False,True
8453,P22_15_106,P22,P22_15,00:03:53.000,00:03:51.17,00:03:52.29,13870,13937,put down bowl,put-down,1,bowl,7,['bowl'],[7],1.12,False,True
8454,P22_15_113,P22,P22_15,00:04:23.100,00:04:18.58,00:04:29.64,15514,16178,put transparent foil,put,1,foil:transparent,100,['foil:transparent'],[100],11.06,True,True
8455,P22_15_116,P22,P22_15,00:04:39.890,00:04:37.66,00:04:39.85,16659,16791,put down down bowl,put-down,1,bowl,7,['bowl'],[7],2.19,False,True
8456,P22_15_119,P22,P22_15,00:04:44.220,00:04:41.79,00:04:43.23,16907,16993,put down down transparent foil,put-down,1,foil:transparent,100,['foil:transparent'],[100],1.44,False,True
8457,P22_15_123,P22,P22_15,00:04:58.180,00:04:55.91,00:04:57.66,17754,17859,put down down salad bowl,put-down,1,bowl:salad,7,['bowl:salad'],[7],1.75,False,True
8458,P22_15_127,P22,P22_15,00:05:03.130,00:04:59.81,00:05:01.80,17988,18108,put soap,put,1,soap,22,['soap'],[22],1.99,False,True
8459,P22_15_128,P22,P22_15,00:05:04.130,00:05:01.90,00:05:03.19,18114,18191,put down down soap,put-down,1,soap,22,['soap'],[22],1.29,False,True
8460,P22_15_13,P22,P22_15,00:00:33.259,00:00:31.36,00:00:32.51,1881,1950,set down filter,set-down,1,filter,77,['filter'],[77],1.15,False,False
